ID,depth,table,price,x,y,z,quality
8706,60.7,56,586,4.27,4.29,2.6,GVVS1_0.28_Very Good
20785,60.7,56,9023,6.77,6.83,4.13,GVVS1_1.16_Very Good
34539,60.7,56,868,4.58,4.6,2.79,GVVS1_0.35_Ideal
42883,60.7,56,1359,4.73,4.77,2.88,GVVS1_0.39_Ideal
30255,60.7,56,725,4.32,4.35,2.63,GVVS1_0.3_Very Good
22325,60.7,56,10367,7.03,7.05,4.27,GVVS2_1.26_Ideal
5454,60.7,56,3831,5.9,5.88,3.58,GVVS2_0.74_Ideal
22520,60.7,56,10556,7.05,7.03,4.27,GVVS2_1.26_Ideal
49827,60.7,56,2167,5.33,5.32,3.23,GVVS2_0.56_Ideal
17877,60.7,56,7215,6.5,6.51,3.95,GVVS2_1_Very Good
49066,60.7,56,2058,5.32,5.33,3.23,GVVS2_0.56_Ideal
38236,60.7,56,1017,4.62,4.61,2.8,HIF_0.35_Ideal
13210,60.7,56,5457,6.74,6.7,4.08,HSI1_1.12_Ideal
34261,60.7,56,465,4.35,4.37,2.65,HSI1_0.3_Ideal
590,60.7,56,2836,6.04,6.06,3.67,HSI1_0.82_Very Good
22033,60.7,56,628,4.58,4.52,2.76,HSI1_0.34_Ideal
39277,60.7,56,490,4.52,4.58,2.76,HSI1_0.34_Ideal
44216,60.7,56,1571,5.34,5.37,3.25,HSI2_0.56_Ideal
41064,60.7,56,1190,5.13,5.18,3.13,HSI2_0.49_Ideal
44864,60.7,56,1628,5.16,5.2,3.15,HVS1_0.51_Very Good
25233,60.7,56,13839,7.54,7.58,4.59,HVS1_1.59_Ideal
44862,60.7,56,1628,5.18,5.21,3.16,HVS1_0.51_Very Good
21655,60.7,56,9752,7.31,7.22,1.41,HVS1_1.41_Ideal
44230,60.7,56,1572,5.46,5.41,3.3,HVS2_0.59_Premium
23199,60.7,56,11206,7.49,7.41,4.52,HVS2_1.52_Ideal
28068,60.7,56,661,4.77,4.79,2.9,HVS2_0.39_Very Good
14334,60.7,56,5805,6.56,6.61,4,HVS2_1.04_Ideal
27643,60.7,56,18561,8.08,8.17,4.93,HVS2_2.01_Very Good
39306,60.7,56,1069,4.75,4.74,2.88,HVVS1_0.38_Ideal
31119,60.7,56,754,4.64,4.68,2.83,IIF_0.37_Ideal
27464,60.7,56,18119,8.55,8.61,5.21,ISI1_2.33_Very Good
23072,60.7,56,11104,8.54,8.5,5.17,ISI2_2.25_Ideal
51035,60.7,56,2329,6.01,6.03,3.66,ISI2_0.8_Very Good
10888,60.7,56,4880,6.86,6.91,4.18,ISI2_1.21_Ideal
2021,60.7,56,3105,5.97,6.03,3.64,IVS1_0.78_Ideal
51711,60.7,56,2401,5.78,5.82,3.52,IVS1_0.72_Very Good
53182,60.7,56,2631,5.86,5.9,3.57,IVS1_0.74_Ideal
51663,60.7,56,2397,5.85,5.81,3.54,IVS1_0.73_Ideal
3365,60.7,56,407,4.32,4.34,2.63,IVS2_0.3_Very Good
19075,60.7,56,7848,7.51,7.46,4.54,IVS2_1.54_Ideal
23455,60.7,56,11447,8.01,8.09,4.89,JSI1_1.91_Ideal
40477,60.7,56,1141,5.19,5.23,3.16,JVS2_0.52_Very Good
51471,60.7,56,2376,6.17,6.12,3.73,JVS2_0.84_Ideal
41415,60.7,56.1,1226,5.02,5.08,3.07,FVS2_0.47_Ideal
43432,60.7,56.5,1415,5.24,5.28,3.19,ESI2_0.54_Very Good
11528,60.7,56.9,5027,6.62,6.65,4.02,FSI2_1.07_Ideal
26661,60.7,57,16469,6.44,6.48,3.92,DIF_1_Ideal
33313,60.7,57,827,4.57,4.53,2.76,DSI1_0.35_Ideal
25708,60.7,57,644,4.53,4.57,2.76,DSI1_0.35_Ideal
16486,60.7,57,6587,6.61,6.64,4.02,DSI1_1.07_Ideal
7849,60.7,57,4304,6.23,6.16,3.76,DSI1_0.9_Ideal
23902,60.7,57,12012,7.78,7.83,4.74,DSI2_1.75_Very Good
31039,60.7,57,749,4.51,4.55,2.75,DVS1_0.34_Ideal
36970,60.7,57,961,4.55,4.51,2.75,DVS1_0.34_Ideal
47101,60.7,57,1826,5.18,5.23,3.16,DVS1_0.51_Ideal
32094,60.7,57,781,4.46,4.5,2.72,DVS2_0.33_Ideal
47438,60.7,57,1854,5.12,5.22,3.14,DVS2_0.5_Ideal
49468,60.7,57,2113,5.24,5.29,3.2,DVS2_0.54_Very Good
39025,60.7,57,1056,4.88,4.91,2.97,DVS2_0.43_Ideal
37833,60.7,57,1002,4.5,4.46,2.72,DVS2_0.33_Ideal
32745,60.7,57,803,4.37,4.4,2.66,DVS2_0.31_Ideal
40360,60.7,57,1129,4.91,4.88,2.97,DVS2_0.43_Ideal
6899,60.7,57,4134,5.84,5.88,3.55,DVS2_0.73_Ideal
42055,60.7,57,1270,4.69,4.74,2.86,DVVS1_0.38_Ideal
13498,60.7,57,5539,5.75,5.78,3.5,DVVS2_0.7_Ideal
7687,60.7,57,4275,5.63,5.65,3.42,DVVS2_0.65_Ideal
51449,60.7,57,2376,5.2,5.15,3.14,DVVS2_0.5_Ideal
39275,60.7,57,490,4.45,4.41,2.69,EI1_0.32_Ideal
27678,60.7,57,18700,7.09,6.99,4.27,EIF_1.28_Ideal
7059,60.7,57,579,4.43,4.47,2.7,ESI1_0.33_Very Good
10762,60.7,57,4853,6.52,6.49,3.95,ESI1_1.01_Ideal
7157,60.7,57,4181,6.11,6.14,3.72,ESI1_0.85_Ideal
31520,60.7,57,765,4.51,4.48,2.73,ESI1_0.34_Ideal
11655,60.7,57,5055,6.55,6.51,3.97,ESI1_1.02_Ideal
11393,60.7,57,596,4.48,4.51,2.73,ESI1_0.34_Ideal
30877,60.7,57,743,4.47,4.43,2.7,ESI1_0.33_Premium
45417,60.7,57,1668,5.3,5.27,3.21,ESI1_0.55_Ideal
44071,60.7,57,1551,5.27,5.3,3.21,ESI1_0.55_Ideal
6110,60.7,57,3977,6.61,6.59,4,ESI2_1.06_Ideal
34762,60.7,57,876,4.85,4.81,2.93,ESI2_0.41_Ideal
42502,60.7,57,1320,5.42,5.35,3.27,ESI2_0.57_Premium
28835,60.7,57,683,4.81,4.85,2.93,ESI2_0.41_Ideal
35698,60.7,57,911,4.36,4.31,2.63,EVS1_0.3_Ideal
29891,60.7,57,710,4.31,4.36,2.63,EVS1_0.3_Ideal
21988,60.7,57,10053,6.89,6.81,4.16,EVS1_1.2_Premium
3260,60.7,57,3358,5.72,5.75,3.48,EVS1_0.7_Very Good
30524,60.7,57,733,4.37,4.4,2.66,EVS1_0.31_Ideal
47930,60.7,57,1915,5.34,5.31,3.23,EVS2_0.56_Ideal
21205,60.7,57,9346,6.66,6.68,4.05,EVS2_1.09_Ideal
47015,60.7,57,1819,5.31,5.34,3.23,EVS2_0.56_Ideal
46114,60.7,57,1743,5.27,5.3,3.2,EVS2_0.53_Ideal
25375,60.7,57,642,4.39,4.41,2.67,EVS2_0.31_Ideal
43577,60.7,57,1431,4.85,4.8,2.93,EVVS1_0.41_Ideal
35541,60.7,57,906,4.46,4.5,2.72,EVVS1_0.33_Ideal
3584,60.7,57,3422,5.41,5.45,3.29,EVVS1_0.59_Ideal
42972,60.7,57,1367,4.8,4.85,2.93,EVVS1_0.41_Ideal
40151,60.7,57,1116,4.57,4.53,2.76,EVVS1_0.35_Ideal
38751,60.7,57,1044,4.53,4.57,2.76,EVVS1_0.35_Ideal
42099,60.7,57,1274,4.9,4.92,2.98,EVVS2_0.44_Very Good
19351,60.7,57,622,4.36,4.41,2.66,EVVS2_0.3_Ideal
51953,60.7,57,2442,5.31,5.36,3.24,EVVS2_0.56_Very Good
42667,60.7,57,1334,4.92,4.9,2.98,EVVS2_0.44_Ideal
17046,60.7,57,612,4.22,4.25,2.57,EVVS2_0.28_Ideal
39370,60.7,57,1074,4.5,4.53,2.74,FIF_0.34_Ideal
28684,60.7,57,678,3.99,4.04,2.43,FIF_0.24_Ideal
40538,60.7,57,1148,4.53,4.5,2.74,FIF_0.34_Ideal
41306,60.7,57,1212,4.69,4.73,2.86,FIF_0.38_Ideal
39350,60.7,57,1073,4.6,4.56,2.78,FIF_0.35_Ideal
7977,60.7,57,4324,6.25,6.21,3.78,FSI1_0.9_Ideal
43440,60.7,57,1415,5.3,5.27,3.21,FSI1_0.55_Premium
575,60.7,57,2833,5.73,5.75,3.49,FSI1_0.7_Ideal
8402,60.7,57,4401,6.21,6.25,3.78,FSI1_0.9_Ideal
49261,60.7,57,2088,5.78,5.81,3.52,FSI1_0.71_Very Good
53430,60.7,57,2671,5.78,5.82,3.52,FSI1_0.7_Ideal
42456,60.7,57,1316,5.27,5.3,3.21,FSI1_0.55_Very Good
2931,60.7,57,3290,6.02,6.1,3.68,FSI1_0.83_Ideal
50705,60.7,57,2291,5.78,5.81,3.52,FSI2_0.71_Ideal
9289,60.7,57,4568,6.57,6.61,4,FSI2_1.06_Ideal
30802,60.7,57,742,4.88,4.91,2.97,FSI2_0.43_Ideal
6221,60.7,57,4004,6.42,6.46,3.91,FSI2_1.01_Very Good
19705,60.7,57,624,4.67,4.62,2.82,FSI2_0.37_Premium
38305,60.7,57,487,4.62,4.67,2.82,FSI2_0.37_Very Good
21504,60.7,57,9596,6.89,6.85,4.17,FVS1_1.2_Ideal
23191,60.7,57,11197,7.08,7.05,4.29,FVS1_1.29_Ideal
36952,60.7,57,480,4.06,4.09,2.47,FVS1_0.25_Very Good
12434,60.7,57,5242,6.16,6.23,3.76,FVS1_0.9_Very Good
18950,60.7,57,7792,6.52,6.49,3.95,FVS1_1.01_Ideal
5108,60.7,57,3759,5.79,5.87,3.54,FVS1_0.72_Ideal
20736,60.7,57,8977,6.66,6.7,4.05,FVS2_1.1_Ideal
14705,60.7,57,605,4.29,4.34,2.62,FVS2_0.3_Ideal
50901,60.7,57,2318,5.39,5.35,3.26,FVS2_0.56_Premium
31944,60.7,57,776,4.34,4.29,2.62,FVS2_0.3_Ideal
17792,60.7,57,7168,6.5,6.45,3.93,FVS2_1_Premium
21468,60.7,57,9568,6.89,6.94,4.2,FVS2_1.22_Ideal
52389,60.7,57,2507,5.39,5.36,3.26,FVVS1_0.57_Ideal
40453,60.7,57,1140,4.41,4.39,2.67,FVVS1_0.31_Ideal
39246,60.7,57,1068,4.42,4.45,2.69,FVVS2_0.32_Ideal
33238,60.7,57,824,4.48,4.51,2.73,FVVS2_0.33_Ideal
33729,60.7,57,839,4.67,4.69,2.84,FVVS2_0.37_Ideal
47885,60.7,57,1912,5.12,5.16,3.12,FVVS2_0.5_Ideal
34414,60.7,57,863,4.34,4.39,2.65,GIF_0.3_Ideal
36888,60.7,57,959,4.59,4.61,2.79,GIF_0.35_Ideal
37216,60.7,57,974,4.51,4.55,2.75,GIF_0.34_Ideal
21606,60.7,57,9704,7.41,7.38,4.49,GSI1_1.52_Ideal
31178,60.7,57,756,4.81,4.89,2.95,GSI1_0.42_Ideal
21423,60.7,57,9530,7.38,7.41,4.49,GSI1_1.52_Ideal
2138,60.7,57,3123,6.07,6.06,3.68,GSI1_0.82_Ideal
28171,60.7,57,665,4.69,4.8,2.88,GSI1_0.39_Ideal
8672,60.7,57,4455,6.61,6.51,3.98,GSI2_1.04_Ideal
37303,60.7,57,978,5.15,5.07,3.1,GSI2_0.5_Premium
6448,60.7,57,4047,6.72,6.62,4.06,GSI2_1.09_Premium
7909,60.7,57,4314,6.19,6.33,3.8,GSI2_0.9_Ideal
33521,60.7,57,829,4.87,4.84,2.95,GSI2_0.42_Ideal
8246,60.7,57,4375,6.51,6.61,3.98,GSI2_1.04_Ideal
45510,60.7,57,1682,5.27,5.34,3.22,GVS1_0.56_Ideal
34800,60.7,57,877,4.77,4.78,2.9,GVS1_0.4_Ideal
20949,60.7,57,9166,6.94,6.93,4.21,GVS1_1.22_Ideal
20765,60.7,57,9002,6.93,6.94,4.21,GVS1_1.22_Ideal
18988,60.7,57,7815,6.68,6.72,4.07,GVS1_1.13_Very Good
3540,60.7,57,3411,5.85,5.81,3.54,GVS1_0.73_Ideal
50535,60.7,57,2274,5.29,5.26,3.2,GVS1_0.54_Ideal
1214,60.7,57,2939,5.76,5.83,3.52,GVS1_0.73_Very Good
3635,60.7,57,3431,5.76,5.8,3.51,GVS1_0.71_Ideal
27791,60.7,57,649,4.64,4.69,2.83,GVS2_0.37_Very Good
17014,60.7,57,6793,6.53,6.56,3.97,GVS2_1.03_Ideal
33594,60.7,57,833,4.69,4.64,2.83,GVS2_0.37_Premium
29128,60.7,57,691,4.35,4.37,2.65,GVVS1_0.3_Very Good
33163,60.7,57,816,4.37,4.4,2.66,GVVS1_0.31_Ideal
40503,60.7,57,1143,4.87,4.89,2.96,GVVS1_0.43_Very Good
3001,60.7,57,3303,5.73,5.76,3.49,GVVS1_0.7_Ideal
43884,60.7,57,1453,4.98,5.03,3.04,GVVS1_0.46_Ideal
38790,60.7,57,1046,4.4,4.37,2.66,GVVS1_0.31_Ideal
19819,60.7,57,8385,6.5,6.58,3.97,GVVS2_1.03_Ideal
47209,60.7,57,1838,5.1,5.14,3.11,GVVS2_0.5_Very Good
19565,60.7,57,8192,6.74,6.81,4.11,GVVS2_1.13_Ideal
34680,60.7,57,873,4.7,4.73,2.86,GVVS2_0.38_Ideal
651,60.7,57,2843,5.81,5.78,3.52,GVVS2_0.71_Ideal
48106,60.7,57,1935,5.14,5.1,3.11,GVVS2_0.5_Premium
52908,60.7,57,2587,5.58,5.63,3.4,GVVS2_0.64_Ideal
21494,60.7,57,9587,6.8,6.85,4.14,GVVS2_1.19_Ideal
15700,60.7,57,607,4.3,4.33,2.62,HIF_0.29_Ideal
18973,60.7,57,7810,6.85,6.89,4.17,HSI1_1.21_Ideal
50052,60.7,57,2201,6.08,6.05,3.68,HSI2_0.83_Ideal
49059,60.7,57,2058,5.72,5.75,3.48,HSI2_0.7_Very Good
8870,60.7,57,4484,6.51,6.43,3.93,HSI2_1.04_Ideal
8358,60.7,57,4398,6.54,6.51,3.96,HSI2_1.02_Ideal
21143,60.7,57,9298,7.49,7.54,4.56,HSI2_1.57_Ideal
7946,60.7,57,4319,6.51,6.54,3.96,HSI2_1.02_Ideal
17130,60.7,57,6834,6.86,6.89,4.17,HVS1_1.21_Ideal
35611,60.7,57,473,4.33,4.37,2.64,HVS2_0.3_Ideal
23985,60.7,57,12146,7.49,7.53,4.56,HVS2_1.56_Ideal
44323,60.7,57,521,4.46,4.5,2.72,HVS2_0.33_Ideal
16044,60.7,57,608,4.37,4.33,2.64,HVS2_0.3_Ideal
28390,60.7,57,668,4.48,4.45,2.71,HVS2_0.33_Ideal
28391,60.7,57,668,4.5,4.46,2.72,HVS2_0.33_Ideal
44328,60.7,57,521,4.45,4.48,2.71,HVS2_0.33_Ideal
45043,60.7,57,1639,5.23,5.25,3.18,HVVS1_0.52_Ideal
41624,60.7,57,504,4.02,4.05,2.44,HVVS1_0.24_Ideal
396,60.7,57,554,4.47,4.42,2.7,ISI1_0.32_Ideal
27282,60.7,57,17747,8.38,8.42,5.1,ISI1_2.17_Ideal
28303,60.7,57,432,4.42,4.47,2.7,ISI1_0.32_Ideal
25487,60.7,57,14267,8.4,8.34,5.08,ISI2_2.14_Ideal
10551,60.7,57,4812,6.98,6.92,4.22,ISI2_1.24_Ideal
10099,60.7,57,4714,6.92,6.88,4.19,ISI2_1.22_Ideal
25413,60.7,57,14138,8.34,8.4,5.08,ISI2_2.14_Ideal
5229,60.7,57,3786,6.54,6.57,3.98,ISI2_1.02_Ideal
5551,60.7,57,3856,6.57,6.54,3.98,ISI2_1.02_Ideal
11123,60.7,57,4937,6.98,6.92,4.22,ISI2_1.24_Ideal
52587,60.7,57,2539,5.78,5.81,3.51,IVS1_0.72_Ideal
27074,60.7,57,17197,8.21,8.17,4.97,IVS2_2.01_Ideal
16278,60.7,57,6511,7.42,7.35,4.48,IVS2_1.51_Ideal
35235,60.7,57,894,4.81,4.84,2.93,IVVS2_0.41_Ideal
1574,60.7,57,3007,5.76,5.8,3.51,IVVS2_0.71_Ideal
5993,60.7,57,3955,6.77,6.83,4.13,JSI1_1.16_Ideal
6319,60.7,57,4028,6.83,6.77,4.13,JSI1_1.16_Ideal
36592,60.7,57,947,5.11,5.13,3.11,JSI2_0.5_Very Good
2962,60.7,57,3296,6.26,6.23,3.79,JVS1_0.91_Ideal
2831,60.7,57,3267,6.23,6.26,3.79,JVS1_0.91_Ideal
8341,60.7,57,4397,6.5,6.54,3.96,JVS2_1.02_Ideal
33212,60.7,57.1,821,4.57,4.65,2.79,GVS1_0.36_Very Good
43069,60.7,57.3,1378,5.48,5.52,3.33,IVS2_0.62_Very Good
52490,60.7,57.7,2523,5.17,5.19,3.14,EVVS2_0.51_Good
7038,60.7,58,4161,5.45,5.49,3.32,DIF_0.59_Ideal
43051,60.7,58,1376,5.23,5.18,3.16,DSI1_0.52_Premium
13684,60.7,58,5599,6.42,6.49,3.92,DSI1_1.01_Premium
17834,60.7,58,7191,6.81,6.86,4.15,DSI1_1.2_Very Good
7572,60.7,58,4253,6.27,6.39,3.84,DSI1_0.92_Very Good
45617,60.7,58,1692,5.24,5.3,3.2,DSI1_0.55_Very Good
47040,60.7,58,1819,5.3,5.24,3.2,DSI1_0.55_Premium
2176,60.7,58,3135,6.07,5.99,3.66,DSI1_0.81_Premium
13100,60.7,58,5422,6.49,6.45,3.93,DSI1_1.01_Very Good
785,60.7,58,2861,5.95,5.78,3.56,DSI1_0.71_Premium
14461,60.7,58,5836,6.51,6.53,3.96,DSI2_1.03_Ideal
30006,60.7,58,716,4.85,4.91,2.96,DSI2_0.43_Premium
35931,60.7,58,919,4.91,4.85,2.96,DSI2_0.43_Premium
28073,60.7,58,661,4.34,4.36,2.64,DVS1_0.3_Premium
34015,60.7,58,848,4.36,4.34,2.64,DVS1_0.3_Premium
40359,60.7,58,1129,4.88,4.84,2.95,DVS2_0.43_Premium
1978,60.7,58,3092,5.7,5.73,3.47,DVS2_0.7_Very Good
32080,60.7,58,781,4.46,4.5,2.72,DVS2_0.33_Premium
39020,60.7,58,1056,4.84,4.88,2.95,DVS2_0.43_Premium
37837,60.7,58,1002,4.5,4.46,2.72,DVS2_0.33_Premium
33029,60.7,58,814,4.3,4.33,2.62,DVVS2_0.3_Ideal
13457,60.7,58,5525,6.5,6.48,3.94,ESI1_1.01_Premium
3875,60.7,58,3482,6.06,6.09,3.69,ESI1_0.83_Premium
53644,60.7,58,2703,5.74,5.73,3.48,ESI1_0.7_Premium
53465,60.7,58,2679,5.73,5.74,3.48,ESI1_0.7_Premium
42800,60.7,58,1351,5.09,5.13,3.1,ESI1_0.5_Very Good
10620,60.7,58,4829,6.77,6.65,4.07,ESI2_1.1_Premium
42067,60.7,58,1271,5.53,5.51,3.35,ESI2_0.62_Premium
5135,60.7,58,3763,6.45,6.38,3.9,ESI2_1_Premium
40583,60.7,58,1153,4.83,4.79,2.92,EVS1_0.41_Premium
39492,60.7,58,1079,4.79,4.83,2.92,EVS1_0.41_Premium
40702,60.7,58,1158,4.88,4.91,2.97,EVS1_0.44_Very Good
22324,60.7,58,10367,7.02,7.04,4.27,EVS1_1.26_Premium
41580,60.7,58,1238,4.91,4.88,2.97,EVS1_0.44_Premium
49405,60.7,58,2105,5.41,5.36,3.27,EVS1_0.58_Premium
46051,60.7,58,1732,5.37,5.33,3.25,EVS2_0.57_Very Good
119,60.7,58,2762,5.73,5.76,3.49,EVS2_0.7_Ideal
30216,60.7,58,723,4.47,4.49,2.72,EVS2_0.33_Premium
36135,60.7,58,928,4.49,4.47,2.72,EVS2_0.33_Premium
46939,60.7,58,1815,5.21,5.17,3.15,EVS2_0.52_Premium
2588,60.7,58,3217,5.73,5.81,3.5,EVS2_0.71_Very Good
45569,60.7,58,1689,5.17,5.21,3.15,EVS2_0.52_Premium
70,60.7,58,553,4.01,4.03,2.44,EVVS1_0.24_Premium
5730,60.7,58,575,4.07,4.1,2.48,EVVS1_0.25_Very Good
42977,60.7,58,1367,4.8,4.86,2.93,EVVS1_0.41_Premium
29836,60.7,58,710,4.03,4.01,2.44,EVVS1_0.24_Premium
42907,60.7,58,1362,4.73,4.69,2.86,EVVS1_0.39_Premium
43573,60.7,58,1431,4.86,4.8,2.93,EVVS1_0.41_Premium
42349,60.7,58,1300,4.69,4.73,2.86,EVVS1_0.39_Premium
40604,60.7,58,498,3.96,4.01,2.42,EVVS2_0.23_Very Good
52612,60.7,58,2545,5.19,5.17,3.14,EVVS2_0.51_Ideal
53059,60.7,58,2607,6.29,6.26,3.81,FI1_0.92_Premium
36594,60.7,58,947,4.33,4.37,2.64,FIF_0.3_Premium
38080,60.7,58,1013,4.37,4.33,2.64,FIF_0.3_Premium
43492,60.7,58,1421,5.14,5.1,3.11,FSI1_0.51_Premium
43955,60.7,58,516,4.35,4.38,2.65,FSI1_0.31_Very Good
12459,60.7,58,5248,6.4,6.51,3.92,FSI1_1.01_Very Good
44219,60.7,58,1571,5.36,5.32,3.24,FSI1_0.57_Premium
28096,60.7,58,663,4.38,4.35,2.65,FSI1_0.31_Premium
23643,60.7,58,11666,7.41,7.38,4.49,FSI1_1.51_Premium
50007,60.7,58,2195,5.73,5.77,3.49,FSI2_0.7_Very Good
16936,60.7,58,6762,7,7.07,4.27,FSI2_1.29_Ideal
37454,60.7,58,984,4.58,4.54,2.77,FVS1_0.35_Premium
32314,60.7,58,789,4.57,4.62,2.79,FVS1_0.36_Premium
31652,60.7,58,767,4.54,4.58,2.77,FVS1_0.35_Premium
2815,60.7,58,3265,5.72,5.75,3.48,FVS1_0.7_Ideal
38076,60.7,58,1013,4.62,4.57,2.79,FVS1_0.36_Premium
33466,60.7,58,828,4.45,4.41,2.69,FVS2_0.32_Premium
45143,60.7,58,1654,5.16,5.12,3.12,FVS2_0.5_Premium
23325,60.7,58,11368,7.26,7.17,4.38,FVS2_1.4_Premium
17243,60.7,58,6899,6.45,6.36,3.89,FVS2_1_Premium
27039,60.7,58,645,4.41,4.45,2.69,FVS2_0.32_Premium
31933,60.7,58,776,4.35,4.32,2.63,FVS2_0.3_Premium
14377,60.7,58,605,4.32,4.35,2.63,FVS2_0.3_Premium
31572,60.7,58,767,4.36,4.4,2.66,FVVS1_0.31_Very Good
41520,60.7,58,1235,4.4,4.43,2.68,FVVS1_0.32_Premium
42263,60.7,58,1294,4.43,4.4,2.68,FVVS1_0.32_Premium
40759,60.7,58,1163,4.75,4.7,2.87,FVVS2_0.4_Premium
39686,60.7,58,1088,4.7,4.75,2.87,FVVS2_0.4_Premium
51199,60.7,58,2351,5.32,5.35,3.24,FVVS2_0.57_Very Good
20225,60.7,58,8655,6.52,6.65,4,GIF_1.04_Very Good
34578,60.7,58,871,4.37,4.41,2.67,GIF_0.31_Ideal
20472,60.7,58,8813,6.65,6.52,4,GIF_1.04_Premium
52765,60.7,58,2563,5.95,5.98,3.62,GSI1_0.77_Premium
10822,60.7,58,4868,6.55,6.52,3.97,GSI1_1.01_Ideal
49171,60.7,58,2074,5.7,5.73,3.47,GSI1_0.7_Very Good
17171,60.7,58,6856,6.97,6.9,4.21,GSI1_1.25_Premium
42284,60.7,58,505,4.62,4.64,2.81,GSI2_0.36_Ideal
19748,60.7,58,8316,7.39,7.33,4.47,GSI2_1.5_Premium
49656,60.7,58,2141,5.74,5.76,3.49,GSI2_0.7_Very Good
49657,60.7,58,2141,5.74,5.8,3.5,GSI2_0.7_Very Good
25269,60.7,58,13908,8.18,8.25,4.99,GSI2_2.06_Premium
49473,60.7,58,2114,5.68,5.75,3.47,GVS1_0.68_Very Good
35384,60.7,58,899,4.79,4.83,2.92,GVS1_0.41_Very Good
16594,60.7,58,6628,6.5,6.55,3.96,GVS1_1.03_Very Good
25597,60.7,58,14447,7.62,7.54,4.6,GVS1_1.62_Premium
17301,60.7,58,6932,6.49,6.52,3.95,GVS1_1.01_Premium
17547,60.7,58,7059,6.52,6.49,3.95,GVS1_1.01_Premium
36916,60.7,58,961,4.83,4.79,2.92,GVS1_0.41_Premium
34792,60.7,58,877,4.78,4.81,2.91,GVS1_0.4_Premium
16904,60.7,58,6749,6.55,6.5,3.96,GVS1_1.03_Premium
40301,60.7,58,1125,4.81,4.78,2.91,GVS1_0.4_Premium
30121,60.7,58,720,4.42,4.38,2.67,GVS2_0.32_Premium
2388,60.7,58,561,4.38,4.42,2.67,GVS2_0.32_Premium
53881,60.7,58,2746,5.82,5.87,3.55,GVS2_0.73_Premium
17683,60.7,58,7128,6.86,6.81,4.15,GVS2_1.16_Ideal
158,60.7,58,2770,5.87,5.82,3.55,GVS2_0.73_Premium
44160,60.7,58,1565,5.31,5.37,3.24,GVS2_0.57_Very Good
38123,60.7,58,1013,4.36,4.34,2.64,GVVS1_0.3_Premium
38791,60.7,58,1046,4.4,4.37,2.66,GVVS1_0.31_Premium
32276,60.7,58,789,4.34,4.36,2.64,GVVS1_0.3_Premium
33133,60.7,58,816,4.37,4.4,2.66,GVVS1_0.31_Premium
19195,60.7,58,7945,6.46,6.53,3.94,GVVS1_1_Very Good
27887,60.7,58,655,4.34,4.36,2.64,GVVS2_0.3_Ideal
19095,60.7,58,7862,6.52,6.49,3.95,GVVS2_1.01_Premium
19599,60.7,58,8220,8.64,8.56,5.22,HI1_2.33_Premium
40163,60.7,58,1116,4.47,4.46,2.71,HIF_0.32_Premium
11432,60.7,58,5003,6.76,6.82,4.12,HSI1_1.14_Premium
21668,60.7,58,9763,7.5,7.46,4.54,HSI1_1.55_Premium
10360,60.7,58,4771,6.49,6.45,3.93,HSI1_1.01_Premium
12166,60.7,58,5179,6.55,6.53,3.97,HSI1_1.04_Premium
51402,60.7,58,2369,5.95,5.91,3.6,HSI1_0.77_Premium
11529,60.7,58,5027,7.04,6.99,4.26,HSI1_1.25_Premium
5250,60.7,58,3790,6.52,6.49,3.95,HSI2_1.01_Premium
22625,60.7,58,10681,7.35,7.42,4.48,HVS1_1.5_Very Good
27763,60.7,58,648,4.46,4.43,2.7,HVS2_0.32_Premium
6619,60.7,58,4082,6.21,6.17,3.76,HVS2_0.9_Premium
13833,60.7,58,5638,6.47,6.51,3.94,HVS2_1.01_Very Good
18433,60.7,58,7496,7.04,6.97,4.25,HVS2_1.27_Premium
22636,60.7,58,10685,7.45,7.4,4.51,HVS2_1.51_Premium
42931,60.7,58,505,4.43,4.46,2.7,HVS2_0.32_Premium
13711,60.7,58,603,4.64,4.68,2.83,HVS2_0.37_Ideal
23560,60.7,58,11567,7.51,7.47,4.55,HVS2_1.55_Premium
3064,60.7,58,3311,5.9,5.93,3.59,HVVS1_0.76_Premium
19029,60.7,58,620,4.35,4.38,2.65,HVVS1_0.3_Premium
32497,60.7,58,796,4.38,4.35,2.65,HVVS1_0.3_Premium
89,60.7,58,554,4.07,4.04,2.46,HVVS2_0.24_Premium
28320,60.7,58,432,4.04,4.07,2.46,HVVS2_0.24_Very Good
42330,60.7,58,1295,5.43,5.45,3.3,ISI1_0.6_Ideal
10728,60.7,58,593,4.42,4.38,2.67,ISI1_0.31_Premium
4046,60.7,58,3529,6.3,6.25,3.81,ISI1_0.92_Premium
19927,60.7,58,8475,7.34,7.4,4.47,ISI1_1.5_Very Good
41365,60.7,58,1219,5.65,5.62,3.42,ISI2_0.65_Premium
1822,60.7,58,3057,6.17,6.21,3.76,ISI2_0.9_Good
2221,60.7,58,3145,6.3,6.19,3.79,IVS1_0.9_Premium
13468,60.7,58,5531,6.72,6.75,4.09,IVS2_1.13_Very Good
8902,60.7,58,4491,6.62,6.66,4.03,IVS2_1.07_Premium
23119,60.7,58,11146,7.54,7.51,4.57,IVVS2_1.57_Premium
8808,60.7,58,4475,7.11,7.06,4.3,JSI1_1.31_Premium
40322,60.7,58,1125,5.13,5.11,3.11,JSI1_0.5_Premium
